customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2816,Ella Hale,ella.hale2816@example.com,United States,2024-09-06,Basic,20.01
2817,Ella West,ella.west2817@example.com,United States,2024-04-09,Basic,169.82
2818,Mila Snow,mila.snow2818@example.com,Japan,2024-01-18,Standard,52.95
2819,Ella Cruz,ella.cruz2819@example.com,Australia,2022-12-17,Standard,286.51
2820,Owen Gray,owen.gray2820@example.com,India,2022-06-26,Standard,565.58
2821,Felix West,felix.west2821@example.com,United States,2023-11-18,Basic,176.64
2822,Chloe Zane,chloe.zane2822@example.com,United States,2025-03-12,Premium,1288.21
2823,Hugo Quinn,hugo.quinn2823@example.com,India,2022-12-23,Standard,145.35
2824,Sadie Nash,sadie.nash2824@example.com,Canada,2024-07-24,Standard,101.68
2825,Theo Dunn,theo.dunn2825@example.com,India,2023-04-27,Standard,613.55
2826,Asher Finn,asher.finn2826@example.com,India,2022-02-03,Standard,257.53
2827,Zoe Young,zoe.young2827@example.com,Brazil,2026-06-24,Basic,11.11
2828,Asher Kerr,asher.kerr2828@example.com,Australia,2025-01-15,Basic,141.93
2829,Hugo Finn,hugo.finn2829@example.com,United States,2023-08-21,Basic,42.59
2830,Caleb Young,caleb.young2830@example.com,Japan,2025-06-02,Standard,721.35
2831,Theo Gray,theo.gray2831@example.com,United States,2023-12-12,Premium,2869.06
2832,Piper Cruz,piper.cruz2832@example.com,Spain,2026-03-19,Standard,96.92
2833,Iris Gray,iris.gray2833@example.com,United Kingdom,2023-01-02,Standard,358.38
2834,Jade Cruz,jade.cruz2834@example.com,Canada,2023-02-06,Standard,756.83
2835,Mila Hale,mila.hale2835@example.com,Netherlands,2024-07-14,Standard,410.31
2836,Ella Park,ella.park2836@example.com,Australia,2026-01-13,Premium,3791.57
2837,Felix Vale,felix.vale2837@example.com,Germany,2024-02-27,Standard,760.37
2838,Zoe West,zoe.west2838@example.com,Netherlands,2024-11-01,Standard,701.72
2839,Iris West,iris.west2839@example.com,Japan,2023-10-18,Standard,726.48
2840,Sadie Blair,sadie.blair2840@example.com,India,2026-06-08,Standard,747.48
2841,Nora Hale,nora.hale2841@example.com,Canada,2023-01-17,Standard,361.27
2842,Leo Brooks,leo.brooks2842@example.com,Brazil,2025-09-20,Basic,118.08
2843,Mila Pike,mila.pike2843@example.com,Australia,2025-11-05,Standard,648.52
2844,Sadie Brooks,sadie.brooks2844@example.com,United States,2023-07-27,Premium,3340.43
2845,Ethan Park,ethan.park2845@example.com,Brazil,2023-07-04,Basic,82.31
2846,Ethan Zane,ethan.zane2846@example.com,Germany,2024-03-18,Standard,307.04
2847,Zoe Moss,zoe.moss2847@example.com,Australia,2023-01-16,Basic,80.81
2848,Piper Nash,piper.nash2848@example.com,India,2023-07-06,Basic,128.24
2849,Wren West,wren.west2849@example.com,Spain,2025-01-23,Standard,185.13
2850,Nora Pike,nora.pike2850@example.com,United States,2025-10-25,Standard,479.75
2851,Ethan Cruz,ethan.cruz2851@example.com,India,2024-09-16,Basic,58.29
2852,Arlo Lane,arlo.lane2852@example.com,Spain,2022-12-18,Standard,579.07
2853,Sadie Cole,sadie.cole2853@example.com,United States,2024-12-20,Basic,199.20
2854,Silas Hale,silas.hale2854@example.com,United States,2024-10-30,Standard,189.21
2855,Theo Kerr,theo.kerr2855@example.com,United Kingdom,2025-08-15,Standard,691.77
2856,Lila Drew,lila.drew2856@example.com,Spain,2025-02-18,Basic,106.29
2857,Ava Finn,ava.finn2857@example.com,Germany,2025-10-24,Standard,426.57
2858,Wren Drew,wren.drew2858@example.com,United States,2025-07-10,Standard,207.25
2859,Jade Hale,jade.hale2859@example.com,Japan,2022-06-02,Basic,37.09
2860,Arlo York,arlo.york2860@example.com,United States,2023-02-12,Standard,733.59
2861,Wren Kerr,wren.kerr2861@example.com,United States,2026-06-13,Standard,99.40
2862,Mia Tate,mia.tate2862@example.com,Canada,2022-06-30,Standard,476.30
2863,Caleb Vale,caleb.vale2863@example.com,Japan,2023-02-19,Premium,1062.15
2864,Ivy Lang,ivy.lang2864@example.com,Australia,2023-03-16,Standard,599.82
2865,Jonah Lang,jonah.lang2865@example.com,Germany,2023-05-03,Basic,139.67
2866,Chloe West,chloe.west2866@example.com,United States,2025-06-25,Standard,398.32
2867,Nico Nash,nico.nash2867@example.com,Australia,2022-08-12,Basic,92.89
2868,Mila Snow,mila.snow2868@example.com,India,2022-12-30,Premium,2894.07
2869,Ella Finn,ella.finn2869@example.com,Mexico,2025-11-26,Standard,736.45
2870,Jonah Cruz,jonah.cruz2870@example.com,India,2022-09-27,Premium,4472.86
2871,Jonah Hart,jonah.hart2871@example.com,United States,2024-11-19,Standard,740.46
2872,Theo West,theo.west2872@example.com,Canada,2022-10-08,Basic,108.42
2873,Theo Snow,theo.snow2873@example.com,India,2024-05-02,Basic,19.12
2874,Nora West,nora.west2874@example.com,Germany,2026-06-11,Basic,147.38
2875,Theo Vale,theo.vale2875@example.com,Brazil,2022-10-11,Standard,695.80
2876,Iris Lane,iris.lane2876@example.com,Mexico,2025-10-02,Standard,416.49
2877,Theo Gray,theo.gray2877@example.com,France,2024-01-15,Standard,465.92
2878,Silas Kerr,silas.kerr2878@example.com,United Kingdom,2024-10-25,Basic,42.23
2879,Caleb Finn,caleb.finn2879@example.com,Spain,2026-07-22,Basic,140.28
2880,Nora Hart,nora.hart2880@example.com,Brazil,2022-03-22,Standard,106.19
2881,Zoe Snow,zoe.snow2881@example.com,Australia,2025-04-15,Standard,354.20
2882,Mia Cole,mia.cole2882@example.com,Brazil,2026-08-21,Standard,201.69
2883,Silas Lane,silas.lane2883@example.com,United States,2022-01-12,Basic,106.16
2884,Nora York,nora.york2884@example.com,United States,2025-07-20,Premium,2731.80
2885,Theo Lang,theo.lang2885@example.com,United States,2023-09-14,Standard,422.72
2886,Nico Bell,nico.bell2886@example.com,Canada,2025-04-16,Standard,693.07
2887,Zoe York,zoe.york2887@example.com,India,2023-03-31,Basic,138.63
2888,Chloe Young,chloe.young2888@example.com,Canada,2023-08-23,Standard,591.69
2889,Zoe Lang,zoe.lang2889@example.com,United Kingdom,2024-11-21,Premium,4373.16
2890,Iris Reed,iris.reed2890@example.com,United Kingdom,2022-05-23,Basic,172.30
2891,Ivy Snow,ivy.snow2891@example.com,India,2026-07-13,Basic,34.68
2892,Hugo Nash,hugo.nash2892@example.com,United States,2023-02-14,Standard,237.71
2893,Jade Tate,jade.tate2893@example.com,Australia,2025-07-02,Standard,171.37
2894,Noah Pike,noah.pike2894@example.com,Brazil,2024-11-30,Basic,80.19
2895,Miles Drew,miles.drew2895@example.com,United States,2025-02-06,Standard,657.10
2896,Leo Hart,leo.hart2896@example.com,India,2024-04-07,Standard,729.84
2897,Iris Quinn,iris.quinn2897@example.com,United States,2023-01-06,Basic,114.71
2898,Jonah Vale,jonah.vale2898@example.com,India,2024-01-14,Standard,786.67
2899,Piper Drew,piper.drew2899@example.com,United Kingdom,2025-03-15,Standard,92.85
2900,Nora Nash,nora.nash2900@example.com,Germany,2026-05-08,Standard,644.50
2901,Ella Young,ella.young2901@example.com,United States,2022-07-29,Basic,128.61
2902,Noah Cruz,noah.cruz2902@example.com,India,2022-09-05,Basic,153.60
2903,Ethan Quinn,ethan.quinn2903@example.com,United States,2024-06-26,Standard,334.78
2904,Arlo Dunn,arlo.dunn2904@example.com,Spain,2022-03-01,Basic,106.76
2905,Ethan Reed,ethan.reed2905@example.com,Spain,2025-06-13,Standard,330.62
2906,Hugo Shaw,hugo.shaw2906@example.com,Spain,2026-02-09,Basic,139.95
2907,Silas Lane,silas.lane2907@example.com,France,2025-08-04,Basic,99.35
2908,Owen Cruz,owen.cruz2908@example.com,United States,2022-12-08,Standard,476.11
2909,Piper Moss,piper.moss2909@example.com,United States,2025-03-28,Basic,177.00
2910,Ivy Lane,ivy.lane2910@example.com,United Kingdom,2024-05-05,Standard,210.11
2911,Jonah Lang,jonah.lang2911@example.com,India,2024-10-06,Standard,336.87
2912,Ethan Snow,ethan.snow2912@example.com,United States,2022-02-10,Standard,798.47
2913,Nora Drew,nora.drew2913@example.com,France,2026-05-07,Basic,163.22
2914,Asher Kerr,asher.kerr2914@example.com,United States,2024-07-04,Basic,197.79
2915,Wren West,wren.west2915@example.com,Canada,2023-01-18,Basic,187.11
2916,Ethan Vale,ethan.vale2916@example.com,United States,2023-05-20,Premium,3995.53
2917,Jade Finn,jade.finn2917@example.com,Germany,2024-10-16,Standard,197.47
2918,Ivy York,ivy.york2918@example.com,Japan,2022-10-11,Basic,189.91
2919,Theo Zane,theo.zane2919@example.com,United States,2022-02-27,Standard,179.17
2920,Zoe Snow,zoe.snow2920@example.com,India,2026-01-27,Standard,121.15
2921,Theo Blair,theo.blair2921@example.com,Brazil,2023-06-28,Standard,776.41
2922,Jonah Finn,jonah.finn2922@example.com,India,2024-08-11,Basic,169.94
2923,Lila Bell,lila.bell2923@example.com,Canada,2025-11-01,Basic,69.00
2924,Iris Lang,iris.lang2924@example.com,Brazil,2025-09-28,Basic,168.53
2925,Leo Reed,leo.reed2925@example.com,Germany,2022-05-05,Standard,103.00
2926,Ivy Hart,ivy.hart2926@example.com,United Kingdom,2024-03-05,Standard,157.49
2927,Wren Dunn,wren.dunn2927@example.com,France,2022-08-13,Basic,150.80
2928,Mia Moss,mia.moss2928@example.com,United States,2023-03-07,Basic,186.94
2929,Jade Zane,jade.zane2929@example.com,United States,2022-11-02,Basic,189.13
2930,Ethan Park,ethan.park2930@example.com,Spain,2026-03-15,Basic,114.11
2931,Felix Hart,felix.hart2931@example.com,United States,2023-07-22,Premium,3927.55
2932,Nico Lang,nico.lang2932@example.com,United States,2026-08-14,Standard,307.33
2933,Arlo Hart,arlo.hart2933@example.com,Mexico,2022-06-19,Standard,325.79
2934,Felix Dunn,felix.dunn2934@example.com,France,2022-08-24,Standard,240.29
2935,Ella Brooks,ella.brooks2935@example.com,India,2022-08-25,Standard,321.64
2936,Ethan Walsh,ethan.walsh2936@example.com,Netherlands,2024-07-31,Basic,134.38
2937,Chloe Park,chloe.park2937@example.com,United States,2025-05-25,Basic,29.24
2938,Liam Walsh,liam.walsh2938@example.com,United States,2023-01-06,Standard,104.85
2939,Liam Finn,liam.finn2939@example.com,Canada,2026-01-20,Basic,112.37
2940,Felix Lang,felix.lang2940@example.com,India,2023-05-25,Basic,64.86
2941,Arlo Finn,arlo.finn2941@example.com,United States,2023-08-25,Basic,187.39
2942,Ivy Shaw,ivy.shaw2942@example.com,United States,2022-01-28,Standard,284.40
2943,Chloe Gray,chloe.gray2943@example.com,Japan,2026-05-10,Basic,170.71
2944,Liam Nash,liam.nash2944@example.com,United Kingdom,2022-07-25,Basic,29.52
2945,Caleb Hart,caleb.hart2945@example.com,India,2025-07-04,Basic,171.97
2946,Zoe Zane,zoe.zane2946@example.com,United States,2025-09-23,Standard,478.13
2947,Zoe Nash,zoe.nash2947@example.com,United Kingdom,2022-02-05,Standard,303.82
2948,Iris West,iris.west2948@example.com,Spain,2026-01-17,Standard,548.72
2949,Wren Snow,wren.snow2949@example.com,India,2025-09-03,Premium,506.48
2950,Silas Zane,silas.zane2950@example.com,Australia,2025-05-06,Standard,502.51
2951,Zoe Park,zoe.park2951@example.com,Germany,2022-02-04,Basic,31.84
2952,Owen Vale,owen.vale2952@example.com,United States,2024-05-18,Premium,2382.27
2953,Theo Lane,theo.lane2953@example.com,Canada,2026-04-11,Standard,220.83
2954,Ivy West,ivy.west2954@example.com,Spain,2026-03-01,Premium,4581.69
2955,Zoe Hart,zoe.hart2955@example.com,Germany,2022-04-21,Standard,603.72
2956,Liam Moss,liam.moss2956@example.com,Germany,2025-02-15,Standard,698.61
2957,Ruby Brooks,ruby.brooks2957@example.com,Australia,2024-06-26,Standard,161.90
2958,Miles Shaw,miles.shaw2958@example.com,United States,2023-04-13,Basic,42.59
2959,Zoe West,zoe.west2959@example.com,Australia,2022-08-08,Standard,498.77
2960,Nora Drew,nora.drew2960@example.com,United States,2025-11-02,Basic,2.48
2961,Owen Kerr,owen.kerr2961@example.com,United Kingdom,2023-05-27,Basic,19.21
2962,Liam Hart,liam.hart2962@example.com,Netherlands,2024-04-10,Standard,700.62
2963,Sadie Zane,sadie.zane2963@example.com,Canada,2024-05-16,Basic,101.01
2964,Asher Quinn,asher.quinn2964@example.com,France,2026-05-14,Standard,506.17
2965,Leo Frost,leo.frost2965@example.com,United States,2023-05-20,Standard,379.35
2966,Jonah Tate,jonah.tate2966@example.com,Japan,2023-05-30,Premium,2920.87
2967,Miles Hart,miles.hart2967@example.com,France,2026-04-25,Premium,1121.33
2968,Silas Snow,silas.snow2968@example.com,United States,2022-02-24,Standard,590.76
2969,Theo Cole,theo.cole2969@example.com,Canada,2026-04-13,Premium,971.75
2970,Jonah Reed,jonah.reed2970@example.com,United States,2022-01-27,Standard,727.44
2971,Liam Snow,liam.snow2971@example.com,United Kingdom,2022-08-08,Basic,48.53
2972,Sadie Hart,sadie.hart2972@example.com,United States,2023-12-03,Basic,19.92
2973,Chloe Quinn,chloe.quinn2973@example.com,United States,2024-07-16,Standard,183.25
2974,Owen Brooks,owen.brooks2974@example.com,United States,2022-06-13,Standard,112.65
2975,Wren West,wren.west2975@example.com,Spain,2023-07-19,Standard,694.91
2976,Caleb Blair,caleb.blair2976@example.com,United States,2025-12-12,Basic,64.40
2977,Ava Hart,ava.hart2977@example.com,United States,2024-12-24,Standard,742.22
2978,Felix Moss,felix.moss2978@example.com,India,2025-05-05,Standard,382.60
2979,Jonah Hart,jonah.hart2979@example.com,France,2023-11-15,Standard,310.78
2980,Felix Snow,felix.snow2980@example.com,United States,2024-04-04,Basic,51.30
2981,Wren Snow,wren.snow2981@example.com,Canada,2023-06-05,Basic,143.35
2982,Jade Pike,jade.pike2982@example.com,United States,2023-12-25,Standard,133.98
2983,Lila Cole,lila.cole2983@example.com,India,2024-08-30,Basic,6.21
2984,Noah Brooks,noah.brooks2984@example.com,Canada,2024-05-21,Basic,32.82
2985,Caleb Lane,caleb.lane2985@example.com,United States,2022-05-19,Standard,202.67
2986,Noah Vale,noah.vale2986@example.com,Australia,2022-09-12,Standard,380.71
2987,Noah Hart,noah.hart2987@example.com,United States,2023-04-29,Basic,178.21
2988,Mila Cruz,mila.cruz2988@example.com,India,2026-09-26,Premium,4169.66
2989,Nico Kerr,nico.kerr2989@example.com,United States,2022-01-07,Standard,462.93
2990,Owen Hale,owen.hale2990@example.com,United States,2026-05-26,Basic,56.40
2991,Noah Drew,noah.drew2991@example.com,Germany,2026-07-13,Standard,440.10
2992,Piper Tate,piper.tate2992@example.com,Germany,2024-03-19,Standard,743.61
2993,Jonah Gray,jonah.gray2993@example.com,United States,2024-08-06,Standard,625.42
2994,Felix Walsh,felix.walsh2994@example.com,Canada,2025-02-13,Basic,95.88
2995,Liam Shaw,liam.shaw2995@example.com,Spain,2022-11-01,Basic,70.87
2996,Jonah Frost,jonah.frost2996@example.com,Germany,2025-03-15,Basic,87.21
2997,Owen Cole,owen.cole2997@example.com,India,2024-06-13,Basic,59.97
2998,Ivy Lang,ivy.lang2998@example.com,Germany,2025-04-25,Basic,195.00
2999,Caleb Dunn,caleb.dunn2999@example.com,United States,2025-06-04,Standard,634.67
3000,Silas Hart,silas.hart3000@example.com,Japan,2023-06-25,Premium,1365.82
3001,Jade Shaw,jade.shaw3001@example.com,Spain,2022-10-13,Basic,8.62
3002,Ivy Vale,ivy.vale3002@example.com,Germany,2025-01-12,Premium,4926.30
3003,Ethan Walsh,ethan.walsh3003@example.com,United States,2022-11-21,Premium,3964.26
3004,Felix Hale,felix.hale3004@example.com,Japan,2025-07-09,Premium,1860.48
3005,Liam West,liam.west3005@example.com,Netherlands,2026-06-25,Basic,27.42
3006,Owen Moss,owen.moss3006@example.com,India,2025-03-16,Basic,168.08
3007,Asher Bell,asher.bell3007@example.com,India,2024-07-07,Basic,48.03
3008,Jade Walsh,jade.walsh3008@example.com,Canada,2022-02-15,Premium,4332.31
3009,Wren Cruz,wren.cruz3009@example.com,France,2023-08-17,Standard,716.13
3010,Ava Tate,ava.tate3010@example.com,United States,2025-01-24,Basic,130.74
3011,Jade Drew,jade.drew3011@example.com,United States,2026-04-02,Standard,207.60
3012,Chloe Young,chloe.young3012@example.com,Germany,2026-02-19,Basic,76.39
3013,Sadie Vale,sadie.vale3013@example.com,United Kingdom,2022-01-24,Basic,176.65
3014,Ethan Brooks,ethan.brooks3014@example.com,United States,2022-04-06,Basic,137.22
3015,Jonah Lane,jonah.lane3015@example.com,United States,2023-01-04,Standard,297.61
3016,Ella Dunn,ella.dunn3016@example.com,France,2022-07-07,Premium,4508.75
3017,Piper Hale,piper.hale3017@example.com,United States,2024-10-20,Premium,4035.48
3018,Wren Dunn,wren.dunn3018@example.com,United States,2025-10-05,Standard,605.05
3019,Theo Young,theo.young3019@example.com,Germany,2026-03-21,Standard,563.93
3020,Sadie Hale,sadie.hale3020@example.com,Germany,2025-07-25,Basic,16.39
3021,Ruby Brooks,ruby.brooks3021@example.com,United States,2022-08-30,Standard,389.01
3022,Jade Snow,jade.snow3022@example.com,France,2022-08-19,Premium,2359.17
3023,Miles Brooks,miles.brooks3023@example.com,France,2023-05-24,Standard,282.03
3024,Jonah Frost,jonah.frost3024@example.com,Japan,2025-02-06,Basic,182.90
3025,Owen Lane,owen.lane3025@example.com,United Kingdom,2026-05-15,Basic,150.81
3026,Sadie Snow,sadie.snow3026@example.com,Australia,2025-08-06,Basic,130.46
3027,Ethan Frost,ethan.frost3027@example.com,Brazil,2024-05-13,Standard,420.98
3028,Wren Finn,wren.finn3028@example.com,France,2026-01-15,Standard,397.11
3029,Arlo Finn,arlo.finn3029@example.com,United States,2024-11-13,Standard,459.46
3030,Zoe Quinn,zoe.quinn3030@example.com,United States,2023-11-24,Standard,183.96
3031,Ella Nash,ella.nash3031@example.com,Netherlands,2025-04-02,Standard,368.71
3032,Wren Gray,wren.gray3032@example.com,France,2022-09-14,Standard,50.44
3033,Lila Dunn,lila.dunn3033@example.com,India,2023-06-29,Basic,175.18
3034,Ella Cruz,ella.cruz3034@example.com,United States,2022-03-26,Basic,142.83
3035,Zoe Drew,zoe.drew3035@example.com,United States,2026-03-22,Standard,741.02
3036,Chloe Finn,chloe.finn3036@example.com,Canada,2025-06-30,Standard,133.11
3037,Mia Frost,mia.frost3037@example.com,Mexico,2022-08-20,Premium,3574.93
3038,Jade Park,jade.park3038@example.com,United States,2025-09-16,Basic,196.50
3039,Piper Tate,piper.tate3039@example.com,Japan,2023-02-23,Standard,583.96
3040,Liam Cole,liam.cole3040@example.com,India,2022-01-01,Standard,497.91
3041,Ethan Cole,ethan.cole3041@example.com,United States,2025-02-13,Premium,3179.34
3042,Liam Pike,liam.pike3042@example.com,Japan,2022-02-14,Standard,267.02
3043,Leo Zane,leo.zane3043@example.com,India,2024-10-11,Basic,47.39
3044,Ruby Walsh,ruby.walsh3044@example.com,Canada,2025-08-24,Standard,91.37
3045,Nico Blair,nico.blair3045@example.com,United States,2026-06-02,Basic,185.86
3046,Miles Pike,miles.pike3046@example.com,Germany,2026-02-25,Basic,158.67
3047,Jade Zane,jade.zane3047@example.com,United States,2024-11-22,Basic,41.54
3048,Iris Drew,iris.drew3048@example.com,France,2025-01-24,Standard,104.82
3049,Theo Cruz,theo.cruz3049@example.com,India,2024-03-31,Basic,151.29
3050,Wren Cruz,wren.cruz3050@example.com,United States,2024-06-25,Standard,405.03
3051,Miles Bell,miles.bell3051@example.com,United States,2023-04-09,Basic,106.97
3052,Asher Reed,asher.reed3052@example.com,Australia,2023-06-27,Basic,178.88
3053,Miles Finn,miles.finn3053@example.com,Australia,2023-05-25,Basic,190.63
3054,Ella Kerr,ella.kerr3054@example.com,Canada,2024-11-03,Standard,549.59
3055,Sadie Frost,sadie.frost3055@example.com,Brazil,2023-11-02,Basic,111.50
3056,Sadie Drew,sadie.drew3056@example.com,Japan,2022-04-11,Basic,36.25
3057,Liam Finn,liam.finn3057@example.com,France,2023-01-05,Standard,126.79
3058,Nico Hale,nico.hale3058@example.com,Mexico,2023-05-20,Basic,125.00
3059,Jade Kerr,jade.kerr3059@example.com,United States,2024-08-29,Premium,912.12
3060,Miles Hale,miles.hale3060@example.com,United States,2025-05-05,Basic,176.23
3061,Mila Park,mila.park3061@example.com,Canada,2024-05-12,Standard,462.07
3062,Owen Shaw,owen.shaw3062@example.com,Australia,2022-07-24,Basic,168.64
3063,Sadie Drew,sadie.drew3063@example.com,France,2024-02-16,Standard,686.36
3064,Ava Brooks,ava.brooks3064@example.com,Australia,2025-03-18,Premium,2078.80
3065,Silas Nash,silas.nash3065@example.com,Mexico,2023-05-28,Standard,284.52
3066,Noah Frost,noah.frost3066@example.com,Mexico,2025-10-29,Basic,89.77
3067,Silas Young,silas.young3067@example.com,France,2024-06-09,Basic,141.34
3068,Jonah Shaw,jonah.shaw3068@example.com,India,2023-06-21,Premium,1348.45
3069,Ava Tate,ava.tate3069@example.com,United Kingdom,2024-05-17,Basic,119.33
3070,Jonah Park,jonah.park3070@example.com,Germany,2022-03-01,Standard,798.69
3071,Chloe Snow,chloe.snow3071@example.com,India,2023-03-29,Basic,63.00
3072,Silas Bell,silas.bell3072@example.com,United States,2022-09-25,Basic,79.46
3073,Nico Snow,nico.snow3073@example.com,Japan,2024-02-20,Standard,221.45
3074,Nico Gray,nico.gray3074@example.com,Canada,2025-12-05,Standard,429.04
3075,Noah Walsh,noah.walsh3075@example.com,United Kingdom,2025-05-30,Standard,504.85
3076,Owen Zane,owen.zane3076@example.com,India,2025-10-14,Premium,2730.82
3077,Ethan West,ethan.west3077@example.com,United States,2023-08-26,Standard,287.29
3078,Mila Snow,mila.snow3078@example.com,Spain,2024-09-06,Standard,671.21
3079,Caleb Pike,caleb.pike3079@example.com,United Kingdom,2022-05-18,Standard,561.36
3080,Ava Walsh,ava.walsh3080@example.com,United Kingdom,2022-07-24,Premium,983.91
3081,Leo Zane,leo.zane3081@example.com,Germany,2023-05-30,Basic,174.78
3082,Silas Bell,silas.bell3082@example.com,Mexico,2022-01-13,Standard,753.66
3083,Ava Walsh,ava.walsh3083@example.com,Germany,2024-03-22,Standard,680.71
3084,Iris York,iris.york3084@example.com,United States,2022-06-12,Basic,56.65
3085,Sadie Finn,sadie.finn3085@example.com,United Kingdom,2026-05-28,Basic,4.46
3086,Arlo Snow,arlo.snow3086@example.com,United States,2026-01-11,Standard,585.49
3087,Silas Drew,silas.drew3087@example.com,Australia,2024-05-20,Basic,24.94
3088,Zoe Lang,zoe.lang3088@example.com,United States,2023-02-22,Premium,3272.23
3089,Ruby Cole,ruby.cole3089@example.com,Brazil,2023-12-02,Basic,74.70
3090,Miles Moss,miles.moss3090@example.com,India,2026-03-22,Basic,174.42
3091,Noah Vale,noah.vale3091@example.com,Mexico,2025-07-25,Standard,271.25
3092,Leo Drew,leo.drew3092@example.com,United States,2022-09-19,Basic,40.43
3093,Felix Cruz,felix.cruz3093@example.com,United States,2023-10-27,Basic,82.97
3094,Leo Snow,leo.snow3094@example.com,Spain,2022-04-07,Basic,10.30
3095,Felix Shaw,felix.shaw3095@example.com,Australia,2023-08-08,Standard,662.39
3096,Nora Lang,nora.lang3096@example.com,United States,2022-06-07,Standard,196.01
3097,Zoe Blair,zoe.blair3097@example.com,India,2024-07-05,Standard,424.16
3098,Mila Cruz,mila.cruz3098@example.com,India,2024-10-03,Standard,161.23
3099,Chloe Vale,chloe.vale3099@example.com,Canada,2023-02-27,Basic,79.59
3100,Felix Frost,felix.frost3100@example.com,India,2022-12-07,Standard,691.31
3101,Ethan Hart,ethan.hart3101@example.com,Japan,2025-01-08,Standard,547.42
3102,Felix Reed,felix.reed3102@example.com,Brazil,2023-12-26,Basic,4.13
3103,Piper Cruz,piper.cruz3103@example.com,Japan,2025-05-27,Premium,4610.61
3104,Ella Cole,ella.cole3104@example.com,United States,2026-01-03,Basic,63.68
3105,Noah Pike,noah.pike3105@example.com,Japan,2023-04-16,Standard,475.98
3106,Hugo Cruz,hugo.cruz3106@example.com,United States,2025-07-02,Standard,350.72
3107,Nora West,nora.west3107@example.com,United Kingdom,2022-03-15,Standard,186.10
3108,Lila Quinn,lila.quinn3108@example.com,Canada,2024-08-29,Basic,165.52
3109,Caleb Bell,caleb.bell3109@example.com,Japan,2023-12-09,Basic,56.44
3110,Ruby Drew,ruby.drew3110@example.com,India,2024-01-07,Standard,392.95
3111,Ruby Shaw,ruby.shaw3111@example.com,Germany,2026-08-06,Premium,3305.36
3112,Jade Moss,jade.moss3112@example.com,Germany,2025-06-22,Basic,71.25
3113,Chloe Kerr,chloe.kerr3113@example.com,United States,2025-08-07,Basic,105.02
3114,Owen Gray,owen.gray3114@example.com,United States,2024-07-23,Standard,708.42
3115,Lila Hale,lila.hale3115@example.com,Germany,2024-03-01,Standard,794.35
3116,Sadie Shaw,sadie.shaw3116@example.com,Germany,2026-05-10,Basic,50.79
3117,Jade Young,jade.young3117@example.com,France,2023-09-19,Basic,103.05
3118,Jonah Dunn,jonah.dunn3118@example.com,Japan,2022-08-03,Basic,89.86
3119,Wren Vale,wren.vale3119@example.com,United States,2023-04-22,Basic,11.93
3120,Silas Quinn,silas.quinn3120@example.com,Mexico,2025-01-11,Basic,124.95
3121,Iris Drew,iris.drew3121@example.com,United States,2023-02-22,Standard,779.73
3122,Piper Cole,piper.cole3122@example.com,United States,2023-04-28,Standard,362.30
3123,Sadie Snow,sadie.snow3123@example.com,Mexico,2025-08-16,Premium,3957.84
3124,Theo York,theo.york3124@example.com,Netherlands,2022-11-18,Premium,3470.51
3125,Ivy Reed,ivy.reed3125@example.com,Germany,2022-04-12,Standard,780.13
3126,Arlo Blair,arlo.blair3126@example.com,United States,2026-07-30,Standard,203.31
3127,Ava Reed,ava.reed3127@example.com,Brazil,2022-02-03,Standard,132.61
3128,Iris Bell,iris.bell3128@example.com,Canada,2022-08-23,Standard,109.38
3129,Arlo Hart,arlo.hart3129@example.com,Australia,2025-10-07,Standard,781.52
3130,Arlo Snow,arlo.snow3130@example.com,India,2022-09-07,Basic,3.67
3131,Theo Quinn,theo.quinn3131@example.com,United States,2024-02-25,Basic,30.45
3132,Caleb Brooks,caleb.brooks3132@example.com,United States,2025-02-06,Basic,94.81
3133,Arlo Lane,arlo.lane3133@example.com,Australia,2022-06-24,Standard,718.90
3134,Mila Brooks,mila.brooks3134@example.com,United States,2026-05-23,Basic,180.33
3135,Piper Nash,piper.nash3135@example.com,United Kingdom,2025-04-20,Standard,464.70
3136,Wren Hale,wren.hale3136@example.com,United States,2023-02-11,Basic,5.53
3137,Chloe Tate,chloe.tate3137@example.com,Netherlands,2022-01-08,Basic,121.26
3138,Wren Tate,wren.tate3138@example.com,United Kingdom,2026-03-01,Standard,547.01
3139,Chloe Tate,chloe.tate3139@example.com,United States,2025-11-12,Premium,741.57
3140,Miles Shaw,miles.shaw3140@example.com,Australia,2024-05-14,Basic,88.03
3141,Mia Quinn,mia.quinn3141@example.com,Australia,2024-01-30,Premium,2068.09
3142,Nico Quinn,nico.quinn3142@example.com,India,2023-04-06,Basic,92.46
3143,Ava Snow,ava.snow3143@example.com,United Kingdom,2024-03-27,Standard,402.40
3144,Mila Finn,mila.finn3144@example.com,Germany,2022-01-31,Standard,531.40
3145,Mila Cruz,mila.cruz3145@example.com,Canada,2025-01-27,Basic,66.29
3146,Caleb Cruz,caleb.cruz3146@example.com,Germany,2025-03-08,Standard,790.03
3147,Asher Pike,asher.pike3147@example.com,France,2026-05-27,Standard,70.21
3148,Lila Cole,lila.cole3148@example.com,France,2024-12-01,Standard,791.54
3149,Liam York,liam.york3149@example.com,India,2025-08-05,Standard,686.08
3150,Silas Finn,silas.finn3150@example.com,United States,2026-07-03,Premium,3600.43
